id,check_time,instance_type,vcpus,sustained_clock_speed_ghz,memory_mib,gpus,on_demand_hibernation_support,burstable_performance_support,current_generation,interruption_rate
230,'03/26/2020 08:37',t1.micro,1,0,627,0,FALSE,FALSE,FALSE,likely
231,'03/26/2020 08:37',a1.xlarge,4,2.3,8192,0,FALSE,FALSE,TRUE,likely
232,'03/26/2020 08:37',t2.xlarge,4,2.3,16384,0,TRUE,TRUE,TRUE,likely
233,'03/26/2020 08:37',t2.xlarge,4,2.3,16384,0,TRUE,TRUE,TRUE,likely
234,'03/26/2020 08:37',m5.metal,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
235,'03/26/2020 08:37',m5d.metal,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
236,'03/26/2020 08:37',m5d.metal,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
237,'03/26/2020 08:37',r5.metal,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
238,'03/26/2020 08:37',r5.metal,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
239,'03/26/2020 08:37',r5d.metal,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
240,'03/26/2020 08:37',r5d.metal,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
241,'03/26/2020 08:37',z1d.metal,48,4,393216,0,FALSE,FALSE,TRUE,likely
242,'03/26/2020 08:37',z1d.metal,48,4,393216,0,FALSE,FALSE,TRUE,likely
243,'03/26/2020 08:37',c5n.4xlarge,16,3.4,43008,0,FALSE,FALSE,TRUE,likely
244,'03/26/2020 08:37',c5n.4xlarge,16,3.4,43008,0,FALSE,FALSE,TRUE,likely
245,'03/26/2020 08:37',g3.4xlarge,16,2.7,124928,1,FALSE,FALSE,TRUE,likely
246,'03/26/2020 08:37',g3.4xlarge,16,2.7,124928,1,FALSE,FALSE,TRUE,likely
247,'03/26/2020 08:37',i3.4xlarge,16,2.3,124928,0,FALSE,FALSE,TRUE,likely
248,'03/26/2020 08:37',m5a.4xlarge,16,2.5,65536,0,FALSE,FALSE,TRUE,likely
249,'03/26/2020 08:37',m5ad.4xlarge,16,2.2,65536,0,FALSE,FALSE,TRUE,likely
250,'03/26/2020 08:37',m5ad.4xlarge,16,2.2,65536,0,FALSE,FALSE,TRUE,likely
251,'03/26/2020 08:37',r5a.4xlarge,16,2.5,131072,0,FALSE,FALSE,TRUE,likely
252,'03/26/2020 08:37',r5a.4xlarge,16,2.5,131072,0,FALSE,FALSE,TRUE,likely
253,'03/26/2020 08:37',r5ad.4xlarge,16,2.2,131072,0,FALSE,FALSE,TRUE,likely
254,'03/26/2020 08:37',r5ad.4xlarge,16,2.2,131072,0,FALSE,FALSE,TRUE,likely
255,'03/26/2020 08:37',r5d.4xlarge,16,3.1,131072,0,FALSE,FALSE,TRUE,likely
256,'03/26/2020 08:37',r5d.4xlarge,16,3.1,131072,0,FALSE,FALSE,TRUE,likely
257,'03/26/2020 08:37',x1e.4xlarge,16,2.3,499712,0,FALSE,FALSE,TRUE,likely
258,'03/26/2020 08:37',x1e.4xlarge,16,2.3,499712,0,FALSE,FALSE,TRUE,likely
259,'03/26/2020 08:37',g3.8xlarge,32,2.7,249856,2,FALSE,FALSE,TRUE,likely
260,'03/26/2020 08:37',g3.8xlarge,32,2.7,249856,2,FALSE,FALSE,TRUE,likely
261,'03/26/2020 08:37',i3.8xlarge,32,2.3,249856,0,FALSE,FALSE,TRUE,likely
262,'03/26/2020 08:37',m5a.8xlarge,32,2.5,131072,0,FALSE,FALSE,TRUE,likely
263,'03/26/2020 08:37',m5d.8xlarge,32,3.1,131072,0,FALSE,FALSE,TRUE,likely
264,'03/26/2020 08:37',m5d.8xlarge,32,3.1,131072,0,FALSE,FALSE,TRUE,likely
265,'03/26/2020 08:37',p2.8xlarge,32,2.7,499712,8,FALSE,FALSE,TRUE,likely
266,'03/26/2020 08:37',r5.8xlarge,32,3.1,262144,0,FALSE,FALSE,TRUE,likely
267,'03/26/2020 08:37',r5a.8xlarge,32,2.5,262144,0,FALSE,FALSE,TRUE,likely
268,'03/26/2020 08:37',r5a.8xlarge,32,2.5,262144,0,FALSE,FALSE,TRUE,likely
269,'03/26/2020 08:37',r5d.8xlarge,32,3.1,262144,0,FALSE,FALSE,TRUE,likely
270,'03/26/2020 08:37',r5d.8xlarge,32,3.1,262144,0,FALSE,FALSE,TRUE,likely
271,'03/26/2020 08:37',r5dn.8xlarge,32,3.1,262144,0,FALSE,FALSE,TRUE,likely
272,'03/26/2020 08:37',r5dn.8xlarge,32,3.1,262144,0,FALSE,FALSE,TRUE,likely
273,'03/26/2020 08:37',x1e.8xlarge,32,2.3,999424,0,FALSE,FALSE,TRUE,likely
274,'03/26/2020 08:37',x1e.8xlarge,32,2.3,999424,0,FALSE,FALSE,TRUE,likely
275,'03/26/2020 08:37',i3.xlarge,4,2.3,31232,0,FALSE,FALSE,TRUE,likely
276,'03/26/2020 08:37',p2.xlarge,4,2.7,62464,1,FALSE,FALSE,TRUE,likely
277,'03/26/2020 08:37',p2.xlarge,4,2.7,62464,1,FALSE,FALSE,TRUE,likely
278,'03/26/2020 08:37',r4.xlarge,4,2.3,31232,0,TRUE,FALSE,TRUE,likely
279,'03/26/2020 08:37',r5n.xlarge,4,3.1,32768,0,FALSE,FALSE,TRUE,likely
280,'03/26/2020 08:37',x1e.xlarge,4,2.3,124928,0,FALSE,FALSE,TRUE,likely
281,'03/26/2020 08:37',x1e.xlarge,4,2.3,124928,0,FALSE,FALSE,TRUE,likely
282,'03/26/2020 08:37',z1d.xlarge,4,4,32768,0,FALSE,FALSE,TRUE,likely
283,'03/26/2020 08:37',z1d.xlarge,4,4,32768,0,FALSE,FALSE,TRUE,likely
284,'03/26/2020 08:37',i3.large,2,2.3,15616,0,FALSE,FALSE,TRUE,likely
285,'03/26/2020 08:37',z1d.large,2,4,16384,0,FALSE,FALSE,TRUE,likely
286,'03/26/2020 08:37',z1d.large,2,4,16384,0,FALSE,FALSE,TRUE,likely
287,'03/26/2020 08:37',c5n.2xlarge,8,3.4,21504,0,FALSE,FALSE,TRUE,likely
288,'03/26/2020 08:37',c5n.2xlarge,8,3.4,21504,0,FALSE,FALSE,TRUE,likely
289,'03/26/2020 08:37',i3.2xlarge,8,2.3,62464,0,FALSE,FALSE,TRUE,likely
290,'03/26/2020 08:37',i3en.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
291,'03/26/2020 08:37',i3en.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
292,'03/26/2020 08:37',m5a.2xlarge,8,2.5,32768,0,FALSE,FALSE,TRUE,likely
293,'03/26/2020 08:37',m5a.2xlarge,8,2.5,32768,0,FALSE,FALSE,TRUE,likely
294,'03/26/2020 08:37',m5ad.2xlarge,8,2.2,32768,0,FALSE,FALSE,TRUE,likely
295,'03/26/2020 08:37',m5dn.2xlarge,8,3.1,32768,0,FALSE,FALSE,TRUE,likely
296,'03/26/2020 08:37',m5dn.2xlarge,8,3.1,32768,0,FALSE,FALSE,TRUE,likely
297,'03/26/2020 08:37',m5n.2xlarge,8,3.1,32768,0,FALSE,FALSE,TRUE,likely
298,'03/26/2020 08:37',m5n.2xlarge,8,3.1,32768,0,FALSE,FALSE,TRUE,likely
299,'03/26/2020 08:37',p3.2xlarge,8,2.7,62464,1,FALSE,FALSE,TRUE,likely
300,'03/26/2020 08:37',r5a.2xlarge,8,2.5,65536,0,FALSE,FALSE,TRUE,likely
301,'03/26/2020 08:37',r5d.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
302,'03/26/2020 08:37',r5dn.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
303,'03/26/2020 08:37',x1e.2xlarge,8,2.3,249856,0,FALSE,FALSE,TRUE,likely
304,'03/26/2020 08:37',x1e.2xlarge,8,2.3,249856,0,FALSE,FALSE,TRUE,likely
305,'03/26/2020 08:37',z1d.2xlarge,8,4,65536,0,FALSE,FALSE,TRUE,likely
306,'03/26/2020 08:37',z1d.2xlarge,8,4,65536,0,FALSE,FALSE,TRUE,likely
307,'03/26/2020 08:37',c4.8xlarge,36,2.9,61440,0,TRUE,FALSE,TRUE,likely
308,'03/26/2020 08:37',c5d.9xlarge,36,3.4,73728,0,FALSE,FALSE,TRUE,likely
309,'03/26/2020 08:37',c5d.9xlarge,36,3.4,73728,0,FALSE,FALSE,TRUE,likely
310,'03/26/2020 08:37',c5n.9xlarge,36,3.4,98304,0,FALSE,FALSE,TRUE,likely
311,'03/26/2020 08:37',c5d.12xlarge,48,3.6,98304,0,FALSE,FALSE,TRUE,likely
312,'03/26/2020 08:37',c5d.12xlarge,48,3.6,98304,0,FALSE,FALSE,TRUE,likely
313,'03/26/2020 08:37',g4dn.12xlarge,48,2.5,196608,4,FALSE,FALSE,TRUE,likely
314,'03/26/2020 08:37',i3en.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
315,'03/26/2020 08:37',i3en.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
316,'03/26/2020 08:37',m5d.12xlarge,48,3.1,196608,0,FALSE,FALSE,TRUE,likely
317,'03/26/2020 08:37',m5d.12xlarge,48,3.1,196608,0,FALSE,FALSE,TRUE,likely
318,'03/26/2020 08:37',m5n.12xlarge,48,3.1,196608,0,FALSE,FALSE,TRUE,likely
319,'03/26/2020 08:37',m5n.12xlarge,48,3.1,196608,0,FALSE,FALSE,TRUE,likely
320,'03/26/2020 08:37',r5d.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
321,'03/26/2020 08:37',r5d.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
322,'03/26/2020 08:37',r5dn.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
323,'03/26/2020 08:37',r5dn.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
324,'03/26/2020 08:37',z1d.12xlarge,48,4,393216,0,FALSE,FALSE,TRUE,likely
325,'03/26/2020 08:37',z1d.12xlarge,48,4,393216,0,FALSE,FALSE,TRUE,likely
326,'03/26/2020 08:37',c5d.18xlarge,72,3.4,147456,0,FALSE,FALSE,TRUE,likely
327,'03/26/2020 08:37',c5n.18xlarge,72,3.4,196608,0,FALSE,FALSE,TRUE,likely
328,'03/26/2020 08:37',c5n.18xlarge,72,3.4,196608,0,FALSE,FALSE,TRUE,likely
329,'03/26/2020 08:37',c5d.24xlarge,96,3.6,196608,0,FALSE,FALSE,TRUE,likely
330,'03/26/2020 08:37',c5d.24xlarge,96,3.6,196608,0,FALSE,FALSE,TRUE,likely
331,'03/26/2020 08:37',m5d.24xlarge,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
332,'03/26/2020 08:37',m5dn.24xlarge,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
333,'03/26/2020 08:37',m5dn.24xlarge,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
334,'03/26/2020 08:37',g3.16xlarge,64,2.3,499712,4,FALSE,FALSE,TRUE,likely
335,'03/26/2020 08:37',g3.16xlarge,64,2.3,499712,4,FALSE,FALSE,TRUE,likely
336,'03/26/2020 08:37',m5ad.16xlarge,64,2.5,262144,0,FALSE,FALSE,TRUE,likely
337,'03/26/2020 08:37',m5d.16xlarge,64,3.1,262144,0,FALSE,FALSE,TRUE,likely
338,'03/26/2020 08:37',m5n.16xlarge,64,3.1,262144,0,FALSE,FALSE,TRUE,likely
339,'03/26/2020 08:37',p2.16xlarge,64,2.3,749568,16,FALSE,FALSE,TRUE,likely
340,'03/26/2020 08:37',p3.16xlarge,64,2.7,499712,8,FALSE,FALSE,TRUE,likely
341,'03/26/2020 08:37',r5.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
342,'03/26/2020 08:37',r5a.16xlarge,64,2.5,524288,0,FALSE,FALSE,TRUE,likely
343,'03/26/2020 08:37',r5a.16xlarge,64,2.5,524288,0,FALSE,FALSE,TRUE,likely
344,'03/26/2020 08:37',r5ad.16xlarge,64,2.5,524288,0,FALSE,FALSE,TRUE,likely
345,'03/26/2020 08:37',r5d.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
346,'03/26/2020 08:37',r5d.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
347,'03/26/2020 08:37',r5dn.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
348,'03/26/2020 08:37',r5n.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
349,'03/26/2020 08:37',r5n.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
350,'03/26/2020 08:37',x1e.16xlarge,64,2.3,1998848,0,FALSE,FALSE,TRUE,likely
351,'03/26/2020 08:37',x1e.16xlarge,64,2.3,1998848,0,FALSE,FALSE,TRUE,likely
352,'03/26/2020 08:37',z1d.3xlarge,12,4,98304,0,FALSE,FALSE,TRUE,likely
353,'03/26/2020 08:37',z1d.3xlarge,12,4,98304,0,FALSE,FALSE,TRUE,likely
354,'03/26/2020 08:37',i3en.6xlarge,24,3.1,196608,0,FALSE,FALSE,TRUE,likely
355,'03/26/2020 08:37',z1d.6xlarge,24,4,196608,0,FALSE,FALSE,TRUE,likely
356,'03/26/2020 08:37',z1d.6xlarge,24,4,196608,0,FALSE,FALSE,TRUE,likely
357,'03/26/2020 08:37',x1e.32xlarge,128,2.3,3997696,0,FALSE,FALSE,TRUE,likely
358,'03/26/2020 08:37',x1e.32xlarge,128,2.3,3997696,0,FALSE,FALSE,TRUE,likely
359,'03/26/2020 08:37',c1.xlarge,8,0,7168,0,FALSE,FALSE,FALSE,likely
360,'03/26/2020 08:37',c1.medium,2,0,1740,0,FALSE,FALSE,FALSE,likely
361,'03/26/2020 08:37',m1.large,2,0,7680,0,FALSE,FALSE,FALSE,likely
362,'03/26/2020 08:37',m1.large,2,0,7680,0,FALSE,FALSE,FALSE,likely
363,'03/26/2020 08:37',m2.xlarge,2,0,17510,0,FALSE,FALSE,FALSE,likely
364,'03/26/2020 08:37',m1.medium,1,0,3788,0,FALSE,FALSE,FALSE,likely
365,'03/26/2020 08:37',m1.small,1,0,1740,0,FALSE,FALSE,FALSE,likely
366,'03/26/2020 08:37',m1.small,1,0,1740,0,FALSE,FALSE,FALSE,likely
367,'03/26/2020 08:37',m1.xlarge,4,0,15360,0,FALSE,FALSE,FALSE,likely
368,'03/26/2020 08:37',m2.2xlarge,4,0,35020,0,FALSE,FALSE,FALSE,likely
369,'03/26/2020 08:37',d2.4xlarge,16,2.4,124928,0,FALSE,FALSE,TRUE,likely
370,'03/26/2020 08:37',d2.4xlarge,16,2.4,124928,0,FALSE,FALSE,TRUE,likely
371,'03/26/2020 08:37',i2.4xlarge,16,2.5,124928,0,FALSE,FALSE,FALSE,likely
372,'03/26/2020 08:37',i2.4xlarge,16,2.5,124928,0,FALSE,FALSE,FALSE,likely
373,'03/26/2020 08:37',i2.8xlarge,32,2.5,249856,0,FALSE,FALSE,FALSE,likely
374,'03/26/2020 08:37',i2.8xlarge,32,2.5,249856,0,FALSE,FALSE,FALSE,likely
375,'03/26/2020 08:37',d2.xlarge,4,2.4,31232,0,FALSE,FALSE,TRUE,likely
376,'03/26/2020 08:37',d2.xlarge,4,2.4,31232,0,FALSE,FALSE,TRUE,likely
377,'03/26/2020 08:37',i2.xlarge,4,2.5,31232,0,FALSE,FALSE,FALSE,likely
378,'03/26/2020 08:37',i2.xlarge,4,2.5,31232,0,FALSE,FALSE,FALSE,likely
379,'03/26/2020 08:37',r3.large,2,2.5,15360,0,TRUE,FALSE,FALSE,likely
380,'03/26/2020 08:37',d2.2xlarge,8,2.4,62464,0,FALSE,FALSE,TRUE,likely
381,'03/26/2020 08:37',d2.2xlarge,8,2.4,62464,0,FALSE,FALSE,TRUE,likely
382,'03/26/2020 08:37',g2.2xlarge,8,2.6,15360,1,FALSE,FALSE,FALSE,likely
383,'03/26/2020 08:37',g2.2xlarge,8,2.6,15360,1,FALSE,FALSE,FALSE,likely
384,'03/26/2020 08:37',i2.2xlarge,8,2.5,62464,0,FALSE,FALSE,FALSE,likely
385,'03/26/2020 08:37',i2.2xlarge,8,2.5,62464,0,FALSE,FALSE,FALSE,likely
386,'03/26/2020 08:37',d2.8xlarge,36,2.4,249856,0,FALSE,FALSE,TRUE,likely
387,'03/26/2020 08:37',d2.8xlarge,36,2.4,249856,0,FALSE,FALSE,TRUE,likely
388,'03/26/2020 08:37',x1.16xlarge,64,2.3,999424,0,FALSE,FALSE,TRUE,likely
389,'03/26/2020 08:37',x1.16xlarge,64,2.3,999424,0,FALSE,FALSE,TRUE,likely
390,'03/26/2020 08:37',x1.32xlarge,128,2.3,1998848,0,FALSE,FALSE,TRUE,likely
391,'03/26/2020 08:37',x1.32xlarge,128,2.3,1998848,0,FALSE,FALSE,TRUE,likely
392,'03/26/2020 08:37',c5.metal,96,3.6,196608,0,FALSE,FALSE,TRUE,likely
393,'03/26/2020 08:37',g4dn.4xlarge,16,2.5,65536,1,FALSE,FALSE,TRUE,likely
394,'03/26/2020 08:37',c5n.xlarge,4,3.4,10752,0,FALSE,FALSE,TRUE,likely
395,'03/26/2020 08:37',m5ad.xlarge,4,2.2,16384,0,FALSE,FALSE,TRUE,likely
396,'03/26/2020 08:37',m5d.xlarge,4,3.1,16384,0,FALSE,FALSE,TRUE,likely
397,'03/26/2020 08:37',m5dn.xlarge,4,3.1,16384,0,FALSE,FALSE,TRUE,likely
398,'03/26/2020 08:37',m5n.xlarge,4,3.1,16384,0,FALSE,FALSE,TRUE,likely
399,'03/26/2020 08:37',r5a.xlarge,4,2.5,32768,0,FALSE,FALSE,TRUE,likely
400,'03/26/2020 08:37',r5ad.xlarge,4,2.2,32768,0,FALSE,FALSE,TRUE,likely
401,'03/26/2020 08:37',m5ad.large,2,2.2,8192,0,FALSE,FALSE,TRUE,likely
402,'03/26/2020 08:37',m5n.large,2,3.1,8192,0,FALSE,FALSE,TRUE,likely
403,'03/26/2020 08:37',m5n.large,2,3.1,8192,0,FALSE,FALSE,TRUE,likely
404,'03/26/2020 08:37',r5ad.large,2,2.2,16384,0,FALSE,FALSE,TRUE,likely
405,'03/26/2020 08:37',r5ad.large,2,2.2,16384,0,FALSE,FALSE,TRUE,likely
406,'03/26/2020 08:37',r5d.large,2,3.1,16384,0,FALSE,FALSE,TRUE,likely
407,'03/26/2020 08:37',r5dn.large,2,3.1,16384,0,FALSE,FALSE,TRUE,likely
408,'03/26/2020 08:37',r5n.large,2,3.1,16384,0,FALSE,FALSE,TRUE,likely
409,'03/26/2020 08:37',c5d.2xlarge,8,3.4,16384,0,FALSE,FALSE,TRUE,likely
410,'03/26/2020 08:37',g4dn.2xlarge,8,2.5,32768,1,FALSE,FALSE,TRUE,likely
411,'03/26/2020 08:37',m5d.2xlarge,8,3.1,32768,0,FALSE,FALSE,TRUE,likely
412,'03/26/2020 08:37',r5ad.2xlarge,8,2.2,65536,0,FALSE,FALSE,TRUE,likely
413,'03/26/2020 08:37',r5d.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
414,'03/26/2020 08:37',c5.9xlarge,36,3.4,73728,0,TRUE,FALSE,TRUE,likely
415,'03/26/2020 08:37',c5n.9xlarge,36,3.4,98304,0,FALSE,FALSE,TRUE,likely
416,'03/26/2020 08:37',g4dn.12xlarge,48,2.5,196608,4,FALSE,FALSE,TRUE,likely
417,'03/26/2020 08:37',m5.12xlarge,48,3.1,196608,0,FALSE,FALSE,TRUE,likely
418,'03/26/2020 08:37',r5.12xlarge,48,3.1,393216,0,FALSE,FALSE,TRUE,likely
419,'03/26/2020 08:37',r5d.24xlarge,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
420,'03/26/2020 08:37',r5dn.24xlarge,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
421,'03/26/2020 08:37',g4dn.16xlarge,64,2.5,262144,1,FALSE,FALSE,TRUE,likely
422,'03/26/2020 08:37',m4.16xlarge,64,2.3,262144,0,FALSE,FALSE,TRUE,likely
423,'03/26/2020 08:37',m5.16xlarge,64,3.1,262144,0,FALSE,FALSE,TRUE,likely
424,'03/26/2020 08:37',m5ad.16xlarge,64,2.5,262144,0,FALSE,FALSE,TRUE,likely
425,'03/26/2020 08:37',r4.16xlarge,64,2.3,499712,0,FALSE,FALSE,TRUE,likely
426,'03/26/2020 08:37',r5ad.16xlarge,64,2.5,524288,0,FALSE,FALSE,TRUE,likely
427,'03/26/2020 08:37',r5dn.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
428,'03/26/2020 08:37',i3en.3xlarge,12,3.1,98304,0,FALSE,FALSE,TRUE,likely
429,'03/26/2020 08:37',c3.xlarge,4,2.8,7680,0,TRUE,FALSE,FALSE,likely
430,'03/26/2020 08:37',t2.large,2,2.3,8192,0,TRUE,TRUE,TRUE,likely
431,'03/26/2020 08:37',c5.metal,96,3.6,196608,0,FALSE,FALSE,TRUE,likely
432,'03/26/2020 08:37',m5.metal,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
433,'03/26/2020 08:37',m5a.4xlarge,16,2.5,65536,0,FALSE,FALSE,TRUE,likely
434,'03/26/2020 08:37',m5d.4xlarge,16,3.1,65536,0,FALSE,FALSE,TRUE,likely
435,'03/26/2020 08:37',m5n.4xlarge,16,3.1,65536,0,FALSE,FALSE,TRUE,likely
436,'03/26/2020 08:37',m5n.4xlarge,16,3.1,65536,0,FALSE,FALSE,TRUE,likely
437,'03/26/2020 08:37',g4dn.8xlarge,32,2.5,131072,1,FALSE,FALSE,TRUE,likely
438,'03/26/2020 08:37',g4dn.8xlarge,32,2.5,131072,1,FALSE,FALSE,TRUE,likely
439,'03/26/2020 08:37',m5.xlarge,4,3.1,16384,0,TRUE,FALSE,TRUE,likely
440,'03/26/2020 08:37',m5a.xlarge,4,2.5,16384,0,FALSE,FALSE,TRUE,likely
441,'03/26/2020 08:37',m5a.xlarge,4,2.5,16384,0,FALSE,FALSE,TRUE,likely
442,'03/26/2020 08:37',r5dn.xlarge,4,3.1,32768,0,FALSE,FALSE,TRUE,likely
443,'03/26/2020 08:37',r5n.xlarge,4,3.1,32768,0,FALSE,FALSE,TRUE,likely
444,'03/26/2020 08:37',r5ad.2xlarge,8,2.2,65536,0,FALSE,FALSE,TRUE,likely
445,'03/26/2020 08:37',r5dn.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
446,'03/26/2020 08:37',r5n.2xlarge,8,3.1,65536,0,FALSE,FALSE,TRUE,likely
447,'03/26/2020 08:37',t3a.2xlarge,8,2.2,32768,0,FALSE,TRUE,TRUE,likely
448,'03/26/2020 08:37',r5a.12xlarge,48,2.5,393216,0,FALSE,FALSE,TRUE,likely
449,'03/26/2020 08:37',r5a.12xlarge,48,2.5,393216,0,FALSE,FALSE,TRUE,likely
450,'03/26/2020 08:37',c5d.18xlarge,72,3.4,147456,0,FALSE,FALSE,TRUE,likely
451,'03/26/2020 08:37',i3en.24xlarge,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
452,'03/26/2020 08:37',m5.24xlarge,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
453,'03/26/2020 08:37',m5d.24xlarge,96,3.1,393216,0,FALSE,FALSE,TRUE,likely
454,'03/26/2020 08:37',r5a.24xlarge,96,2.5,786432,0,FALSE,FALSE,TRUE,likely
455,'03/26/2020 08:37',r5a.24xlarge,96,2.5,786432,0,FALSE,FALSE,TRUE,likely
456,'03/26/2020 08:37',r5d.24xlarge,96,3.1,786432,0,FALSE,FALSE,TRUE,likely
457,'03/26/2020 08:37',g4dn.16xlarge,64,2.5,262144,1,FALSE,FALSE,TRUE,likely
458,'03/26/2020 08:37',r4.16xlarge,64,2.3,499712,0,FALSE,FALSE,TRUE,likely
459,'03/26/2020 08:37',r5.16xlarge,64,3.1,524288,0,FALSE,FALSE,TRUE,likely
460,'03/26/2020 08:37',i3en.3xlarge,12,3.1,98304,0,FALSE,FALSE,TRUE,likely
461,'03/26/2020 08:37',m4.10xlarge,40,2.4,163840,0,FALSE,FALSE,TRUE,likely
